#calibration sample conductivity unc(conductivity)   Y unc(Y)
pmma  0.187 0.004675 -0.26755720468786887 0.006897558038836265
pom-c 0.329 0.008225 -0.2345002633449551 0.004976496050835064
glass 1.11 0.02775  -0.0035588744030671956 0.00042832457095624523
zro2 1.95 0.04875  0.02963569169680817 0.00680486655522088
al2o3 29.8 0.745  0.10114235426531408 0.00548214138364009
si-p 93.4 2.335  0.09688536139517233 0.013699013413168886
